N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
522,삼성전기우,"92,600","1,500",+1.65%,"5,000","2,692","2,907",8.10,"5,734",7.12,N/A,
523,HDC랩스,"10,350",100,+0.98%,500,"2,687","25,958",4.48,"20,895",15.52,9.42,
524,대한방직,"50,300","1,200",+2.44%,"1,000","2,666","5,300",0.76,"7,278",82.73,2.04,
525,DB금융투자,"6,240",60,+0.97%,"5,000","2,649","42,446",11.76,"66,952",1.87,12.86,
526,남선알미늄,"2,370",0,0.00%,500,"2,611","110,179",3.79,"1,542,995",6.93,5.72,
527,경인양행,"6,280",20,+0.32%,500,"2,611","41,576",3.21,"55,261",22.04,-4.18,
528,SNT홀딩스,"16,000",50,+0.31%,500,"2,609","16,304",10.87,"5,244",3.38,8.56,
529,케이씨,"19,200",200,+1.05%,500,"2,602","13,554",7.66,"10,299",6.70,9.19,
530,JW홀딩스,"3,690",25,+0.68%,500,"2,599","70,445",2.14,"38,206",11.32,7.45,
531,삼익THK,"12,300",250,+2.07%,500,"2,583","21,000",34.56,"46,434",41.28,2.36,
532,아모레G3우(전환),"36,400",0,0.00%,500,"2,582","7,092",5.78,"4,364",20.44,N/A,
533,사조대림,"28,050","1,300",+4.86%,"5,000","2,571","9,164",3.30,"53,102",4.36,10.02,
534,KPX케미칼,"53,100",900,+1.72%,"5,000","2,570","4,840",28.62,"3,522",4.36,12.70,
535,디씨엠,"21,900",100,+0.46%,500,"2,562","11,700",0.83,"32,928",6.57,10.98,
536,AJ네트웍스,"5,460",40,+0.74%,"1,000","2,556","46,822",5.08,"23,722",3.35,-1.30,
537,무림P&P,"4,085",85,+2.13%,"2,500","2,548","62,368",1.67,"81,554",99.63,-1.43,
538,선진,"10,700",400,+3.88%,500,"2,544","23,780",14.61,"97,822",3.87,24.25,
539,KPX홀딩스,"60,200",200,-0.33%,"5,000","2,543","4,225",31.31,482,1.80,20.00,
540,삼영무역,"13,750",100,+0.73%,500,"2,539","18,467",19.93,"9,735",6.71,7.59,
541,대영포장,"2,325",10,+0.43%,500,"2,520","108,395",3.34,"446,136",23.48,2.18,
542,금호석유우,"83,200",200,-0.24%,"5,000","2,516","3,023",9.01,"13,967",1.49,N/A,
543,도화엔지니어링,"7,410",70,+0.95%,500,"2,499","33,720",1.92,"19,806",20.25,7.00,
544,대한제당,"2,780",5,+0.18%,500,"2,494","89,697",2.72,"203,477",9.21,4.80,
545,백산,"10,300",0,0.00%,500,"2,493","24,200",2.54,"1,090,604",28.77,-11.97,
546,한세예스24홀딩스,"6,220",10,-0.16%,500,"2,488","40,000",3.69,"11,472",3.53,16.99,
547,부국증권,"23,800",450,+1.93%,"5,000","2,468","10,370",0.94,"5,334",3.76,11.58,
548,TIGER CD금리투자KIS(합성),"50,660",0,0.00%,0,"2,464","4,864",0.00,1,N/A,N/A,
549,디아이,"7,800",60,+0.78%,500,"2,457","31,497",5.71,"79,777",18.01,4.13,
550,이아이디,261,2,+0.77%,200,"2,455","940,725",1.06,"5,029,619",43.50,-15.35,
551,대덕,"7,200",100,+1.41%,500,"2,440","33,890",6.89,"83,318",9.74,17.88,
552,용평리조트,"5,060",20,+0.40%,"5,000","2,436","48,133",1.70,"102,796",54.41,-4.54,
553,현대비앤지스틸,"16,150",850,+5.56%,"5,000","2,435","15,079",4.93,"118,881",3.82,5.68,
554,금강공업,"8,280",140,+1.72%,"1,000","2,428","29,329",1.59,"222,553",87.16,-0.55,
555,경농,"12,400",0,0.00%,500,"2,421","19,523",0.93,"85,990",14.40,6.70,
556,KODEX 은행,"8,100",25,-0.31%,0,"2,418","29,850",1.22,"1,586,285",N/A,N/A,
557,현대에너지솔루션,"21,400",100,+0.47%,"5,000","2,397","11,200",0.56,"45,469",91.45,1.93,
558,덕성,"15,250",100,+0.66%,500,"2,391","15,680",1.06,"615,264",59.57,5.61,
559,동아지질,"17,000",0,0.00%,500,"2,389","14,053",5.83,"13,971",58.62,1.06,
560,삼화페인트,"8,780",280,+3.29%,500,"2,388","27,203",9.32,"23,235","2,926.67",2.29,
561,휴비스,"6,920",30,+0.44%,"5,000","2,387","34,500",3.54,"27,440",3.55,19.01,
562,사조산업,"47,600",100,-0.21%,"5,000","2,380","5,000",3.47,"4,818",10.82,1.85,
563,흥국화재,"3,690",20,+0.54%,"5,000","2,371","64,243",1.32,"27,406",3.53,3.16,
564,JW생명과학,"14,950",450,+3.10%,"2,500","2,367","15,835",2.53,"70,377",25.78,13.25,
565,KODEX 골드선물(H),"12,795",95,-0.74%,0,"2,367","18,500",0.04,"163,978",N/A,N/A,
566,화신,"6,760",110,+1.65%,500,"2,361","34,920",2.29,"115,725",6.72,-19.53,
567,TYM,"1,550",20,+1.31%,500,"2,350","151,621",4.62,"1,015,823",26.72,2.98,
568,팜스코,"6,380",110,+1.75%,500,"2,343","36,728",1.36,"401,373",6.69,4.21,
569,KODEX 반도체,"35,455",430,+1.23%,0,"2,340","6,600",2.59,"204,615",N/A,N/A,
570,그린케미칼,"9,680",80,+0.83%,500,"2,323","24,000",1.78,"122,176",17.86,9.33,
571,TIGER 글로벌자율주행&전기차SOLACTIVE,"10,490",30,+0.29%,0,"2,320","22,120",0.10,"124,592",N/A,N/A,
572,LS전선아시아,"7,570",50,+0.66%,500,"2,318","30,625",1.64,"21,991",18.93,5.35,
573,동성케미컬,"4,660",100,+2.19%,"1,000","2,316","49,690",3.60,"81,639",145.62,2.39,
574,해태제과식품,"7,930",100,+1.28%,500,"2,309","29,117",0.63,"36,455",15.52,10.84,
575,KOSEF 국고채10년,"115,380",125,-0.11%,0,"2,296","1,990",0.01,"10,857",N/A,N/A,
576,TCC스틸,"9,760",380,+4.05%,"1,000","2,294","23,500",4.06,"816,032",21.59,-1.30,
577,TIGER 단기채권액티브,"50,360",5,-0.01%,0,"2,293","4,554",4.32,"668,538",N/A,N/A,
578,HANARO 200 TOP10,"8,610",40,-0.46%,0,"2,273","26,400",0.00,128,N/A,N/A,
579,한국석유,"17,900",300,-1.65%,500,"2,272","12,694",1.00,"8,868,877",25.11,4.60,
580,금양,"4,550",140,+3.17%,500,"2,262","49,711",1.13,"227,087",206.82,-5.36,
581,넥센,"4,210",80,+1.94%,500,"2,254","53,544",1.84,"7,792",6.46,1.05,
582,HANARO 단기채권액티브,"100,460",5,0.00%,0,"2,243","2,233",0.02,6,N/A,N/A,
583,영풍제지,"10,050",320,+3.29%,500,"2,231","22,200",0.29,"301,059",31.31,6.94,
584,일진홀딩스,"4,520",15,+0.33%,"1,000","2,230","49,347",4.54,"45,739",13.29,3.51,
585,동남합성,"61,300",100,+0.16%,500,"2,213","3,610",0.01,937,18.01,16.10,
586,한농화성,"14,100",150,+1.08%,500,"2,205","15,637",0.86,"71,441",11.62,10.34,
587,NH올원리츠,"5,220",10,+0.19%,500,"2,203","42,200",2.57,"64,845",N/A,-1.86,
588,일성신약,"82,700",100,-0.12%,"5,000","2,200","2,660",2.26,"6,296",-80.06,0.93,
589,디와이,"8,330",0,0.00%,500,"2,192","26,320",6.74,"766,471",-45.77,-3.39,
590,세방,"11,300",100,+0.89%,500,"2,182","19,309",5.49,"19,466",5.26,3.89,
591,CJ제일제당 우,"164,000","2,000",+1.23%,"5,000","2,177","1,327",27.84,939,5.59,N/A,
592,KINDEX 베트남VN30(합성),"23,405",425,+1.85%,0,"2,177","9,300",0.03,"24,760",N/A,N/A,
593,KODEX 차이나과창판STAR50(합성),"9,255",310,+3.47%,0,"2,175","23,500",0.57,"163,376",N/A,N/A,
594,노루페인트,"10,850",250,+2.36%,500,"2,170","20,000",2.81,"196,340",15.20,5.48,
595,진양홀딩스,"3,880",115,+3.05%,500,"2,169","55,895",3.08,"139,389",21.20,8.23,
596,TIGER 미국달러단기채권액티브,"10,185",0,0.00%,0,"2,162","21,230",0.00,"42,757",N/A,N/A,
597,현대코퍼레이션,"16,300",500,+3.16%,"5,000","2,156","13,229",6.01,"15,515",4.35,15.09,
598,한국주철관,"9,440",220,+2.39%,500,"2,152","22,800",3.03,"103,121",5.10,4.05,
599,TIGER 글로벌4차산업혁신기술(합성 H),"16,655",320,+1.96%,0,"2,145","12,880",0.08,"7,739",N/A,N/A,
600,제일파마홀딩스,"13,400",50,+0.37%,500,"2,140","15,973",9.54,"3,138",32.60,2.86,
601,경보제약,"8,950",30,+0.34%,500,"2,140","23,907",0.75,"11,066",-52.65,6.16,
602,이엔플러스,"4,010",5,+0.12%,500,"2,135","53,235",0.57,"1,972,074",-13.73,-27.80,
603,벽산,"3,110",65,+2.13%,500,"2,132","68,560",4.66,"234,875","-1,036.67",-0.67,
604,예스코홀딩스,"35,500",100,+0.28%,"5,000","2,130","6,000",14.83,965,"1,365.38",-13.18,
605,KBSTAR iSelect메타버스,"9,615",170,+1.80%,0,"2,125","22,100",0.19,"117,393",N/A,N/A,
606,현대차3우B,"87,000",0,0.00%,"5,000","2,113","2,429",22.94,"4,075",4.41,N/A,
607,대성산업,"4,655",85,+1.86%,"5,000","2,106","45,235",1.26,"3,002,067",4.98,10.57,
608,동성제약,"7,980",80,+1.01%,"1,000","2,083","26,101",5.16,"40,185",-26.51,-22.52,
609,KINDEX 중국본토CSI300,"30,555",450,+1.49%,0,"2,078","6,800",0.16,617,N/A,N/A,
610,퍼스텍,"4,315",60,+1.41%,500,"2,074","48,061",0.63,"4,007,015",29.55,19.81,
611,삼영전자,"10,300",100,+0.98%,500,"2,060","20,000",41.62,"25,877",12.56,2.34,
612,아시아나IDT,"18,550",350,-1.85%,500,"2,059","11,100",0.11,"73,962",11.59,-6.03,
613,샘표식품,"44,800",850,+1.93%,500,"2,047","4,568",4.37,"3,787",9.28,20.65,
614,플레이그램,"2,280",80,+3.64%,100,"2,046","89,717",3.97,"706,093",-45.60,7.04,
615,한라,"5,390",130,+2.47%,"5,000","2,041","37,859",1.79,"107,030",2.11,34.98,
616,인지컨트롤스,"13,300",100,-0.75%,500,"2,039","15,333",2.03,"38,694",120.91,-1.77,
617,한솔테크닉스,"6,350",50,+0.79%,"5,000","2,039","32,110",6.07,"48,897",88.19,9.70,
618,NH투자증권우,"10,800",0,0.00%,"5,000","2,038","18,871",5.97,"35,436",3.96,N/A,
619,제주은행,"6,290",130,+2.11%,"5,000","2,021","32,129",0.68,"103,462",8.68,3.48,
620,백광산업,"4,480",110,+2.52%,500,"2,012","44,918",3.60,"189,619",15.45,5.89,
621,신원,"2,100",55,+2.69%,500,"2,007","95,569",3.11,"1,225,305",53.85,-3.92,
622,세종공업,"7,200",70,+0.98%,500,"2,003","27,821",1.96,"28,549",11.27,-4.69,
623,TIGER 글로벌메타버스액티브,"8,370",200,+2.45%,0,"2,002","23,920",0.50,"494,139",N/A,N/A,
624,ARIRANG 고배당주,"12,895",80,+0.62%,0,"2,000","15,510",0.01,"61,988",N/A,N/A,
625,S-Oil우,"49,700",200,-0.40%,"2,500","1,999","4,022",14.79,"6,189",4.78,N/A,
626,신라교역,"12,350",0,0.00%,500,"1,976","16,000",3.57,"2,359",6.03,1.48,
627,TIGER 차이나CSI300,"11,390",170,+1.52%,0,"1,959","17,200",0.92,"25,234",N/A,N/A,
628,효성ITX,"16,900",350,+2.11%,500,"1,953","11,558",0.42,"6,171",15.35,25.21,
629,대원강업,"3,125",20,+0.64%,500,"1,938","62,000",2.11,"43,583",-15.10,-1.36,
630,태경산업,"6,620",70,+1.07%,500,"1,935","29,229",2.17,"30,192",13.59,1.59,
631,디아이씨,"4,965",35,+0.71%,500,"1,931","38,889",2.00,"103,060",-4.97,-128.28,
632,서연이화,"7,130",30,+0.42%,500,"1,927","27,028",7.42,"63,597",3.85,-6.80,
633,HANARO 200TR,"44,085",100,+0.23%,0,"1,896","4,300",0.00,52,N/A,N/A,
634,한신공영,"16,350",300,+1.87%,"5,000","1,892","11,571",14.10,"22,912",2.61,18.96,
635,TIGER 미국MSCI리츠(합성 H),"14,900",135,+0.91%,0,"1,885","12,650",0.32,"11,722",N/A,N/A,
636,일성건설,"3,460",55,+1.62%,500,"1,869","54,025",67.77,"845,852",32.64,3.16,
637,한양증권,"14,650",50,+0.34%,"5,000","1,865","12,729",9.35,"19,999",2.61,14.23,
638,에이블씨엔씨,"6,890",190,+2.84%,500,"1,863","27,033",11.45,"83,522",-2.02,-43.75,
639,하나 코스피 변동성추세 추종 양매도 ETN,"7,425",0,0.00%,0,"1,856","25,000",0.00,0,N/A,N/A,
640,LG우,"61,300",100,+0.16%,"5,000","1,852","3,022",43.17,"3,138",4.04,N/A,
641,종근당바이오,"33,750",350,+1.05%,"2,500","1,852","5,486",1.27,"6,702",-27.51,3.79,
642,한컴라이프케어,"6,680",10,+0.15%,200,"1,849","27,674",0.20,"45,494",3.83,-206.06,
643,KODEX 배당가치,"13,150",45,+0.34%,0,"1,841","14,000",0.00,"13,784",N/A,N/A,
644,GS글로벌,"2,220",60,+2.78%,"2,500","1,832","82,534",2.79,"721,319",-2.70,-24.91,
645,TIGER 여행레저,"5,000",0,0.00%,0,"1,804","36,090",0.39,"1,759,736",N/A,N/A,
646,KBSTAR 미국나스닥100,"12,440",225,+1.84%,0,"1,804","14,500",0.07,"75,644",N/A,N/A,
647,대창,"1,975",60,+3.13%,500,"1,800","91,140",1.61,"11,339,497",7.10,3.50,
648,이지스밸류리츠,"5,830",10,-0.17%,"1,000","1,800","30,873",2.56,"122,116",6.29,N/A,
649,삼화전기,"27,000",0,0.00%,"1,000","1,786","6,614",24.20,"13,585",12.01,9.04,
650,KBSTAR IT플러스,"19,410",115,+0.60%,0,"1,766","9,100",0.00,"5,118",N/A,N/A,
651,사조동아원,"1,250",35,-2.72%,500,"1,764","141,145",1.31,"12,000,666",32.89,4.74,
652,한국패러랠,"2,200",0,0.00%,0,"1,760","80,020",0.00,"23,208",N/A,N/A,
653,대호에이엘,"3,365",25,-0.74%,500,"1,750","52,004",0.67,"158,693",152.95,2.43,
654,DB,865,1,+0.12%,500,"1,740","201,174",2.57,"275,991",15.45,2.39,
655,신한 레버리지 천연가스 선물 ETN,"8,590",250,-2.83%,0,"1,718","20,000",0.00,"333,210",N/A,N/A,
656,IHQ,"1,170",0,0.00%,500,"1,711","146,236",3.53,"427,928",-11.70,-14.32,
657,쌍방울,651,1,+0.15%,500,"1,709","262,592",2.16,"2,202,385",28.30,-8.46,
658,삼양통상,"56,800",300,+0.53%,"5,000","1,704","3,000",4.98,"2,684",3.29,14.17,
659,KBSTAR 코스피,"27,995",145,+0.52%,0,"1,694","6,050",0.01,355,N/A,N/A,
660,대한화섬,"127,500","3,500",+2.82%,"5,000","1,693","1,328",0.10,349,9.05,2.84,
661,일진전기,"4,565",45,+1.00%,"1,000","1,693","37,080",2.83,"44,903",11.30,1.57,
662,우진,"8,280",100,+1.22%,500,"1,683","20,324",2.97,"237,745",9.58,25.83,
663,KCTC,"5,590",130,+2.38%,500,"1,677","30,000",1.14,"152,013",7.73,6.54,
664,동방,"3,460",35,+1.02%,"1,000","1,660","47,972",1.83,"207,067",13.36,12.87,
665,한국특강,"3,115",115,+3.83%,500,"1,658","53,242",0.31,"133,604",5.76,4.06,
666,아남전자,"2,150",30,+1.42%,500,"1,658","77,125",3.20,"246,100",22.16,9.11,
667,미래에셋글로벌리츠,"5,700",20,+0.35%,"1,000","1,656","29,060",1.25,"30,650",N/A,N/A,
668,광전자,"2,850",25,+0.88%,500,"1,651","57,944",21.70,"69,336",-39.04,-7.56,
669,KBSTAR 단기국공채액티브,"102,455",5,0.00%,0,"1,650","1,610",0.00,"2,402",N/A,N/A,
670,삼성물산우B,"101,000","1,000",+1.00%,100,"1,644","1,627",9.67,868,11.49,N/A,
671,에이플러스에셋,"7,230",130,+1.83%,500,"1,635","22,608",1.93,"96,281",8.67,29.70,
672,삼익악기,"1,800",40,+2.27%,500,"1,630","90,531",3.51,"254,206",2.62,4.49,
673,이구산업,"4,850",555,+12.92%,500,"1,622","33,442",0.89,"43,571,858",9.03,1.86,
674,대유플러스,"1,315",10,-0.75%,500,"1,591","120,999",1.39,"929,747",101.15,-9.07,
675,강남제비스코,"24,400",600,+2.52%,"1,000","1,586","6,500",10.94,"3,951",1.74,4.34,
676,센트랄모텍,"18,400",200,+1.10%,500,"1,584","8,610",0.54,"20,447",15.01,6.84,
677,미원화학,"72,000",700,-0.96%,"1,000","1,583","2,199",5.15,"1,026",15.46,12.81,
678,현대약품,"4,945",30,+0.61%,500,"1,582","32,000",1.71,"69,597",-49.95,-3.59,
679,깨끗한나라,"4,235",15,+0.36%,"1,000","1,577","37,241",0.99,"67,401",12.03,20.21,
680,성창기업지주,"2,260",20,+0.89%,500,"1,576","69,752",2.44,"280,090",10.04,0.96,
681,쎌마테라퓨틱스,"6,410",0,0.00%,500,"1,574","24,554",0.30,0,-5.14,"-1,165.40",
682,신흥,"16,500",0,0.00%,500,"1,568","9,500",0.31,"3,146",11.37,14.45,
683,KODEX WTI원유선물(H),"14,615",250,-1.68%,0,"1,567","10,725",0.00,"198,042",N/A,N/A,
684,두산퓨얼셀1우,"11,700",200,+1.74%,100,"1,564","13,364",16.63,"7,843",234.00,N/A,
685,디와이파워,"14,100",300,+2.17%,500,"1,557","11,042",4.47,"104,763",4.55,14.27,
686,삼성 레버리지 천연가스 선물 ETN B,"15,470",480,-3.01%,0,"1,547","10,000",0.00,"90,805",N/A,N/A,
687,카프로,"3,850",70,+1.85%,500,"1,540","40,000",4.01,"116,936",-9.48,-39.82,
688,세원이앤씨,"1,055",0,0.00%,500,"1,540","145,949",2.04,"1,019,465",-7.93,-15.32,
689,노루홀딩스,"11,550",100,+0.87%,500,"1,535","13,291",3.46,"11,375",13.90,3.80,
690,대신 2X 니켈선물 ETN(H),"30,655",35,+0.11%,0,"1,533","5,000",0.00,"11,299",N/A,N/A,
691,SK이노베이션우,"122,000",0,0.00%,"5,000","1,523","1,248",12.04,"2,347","-3,588.24",N/A,
692,KBSTAR KIS국고채30년Enhanced,"90,490",55,+0.06%,0,"1,520","1,680",0.01,25,N/A,N/A,
693,신일전자,"2,135",45,+2.15%,500,"1,517","71,048",5.84,"1,251,710",15.36,11.08,
694,HDC현대EP,"4,735",70,+1.50%,500,"1,510","31,900",7.04,"19,338",8.87,4.79,
695,웅진,"1,885",30,-1.57%,500,"1,507","79,927",1.49,"681,069",8.34,-39.32,
696,동아타이어,"10,950",100,+0.92%,500,"1,504","13,733",2.75,"2,109",9.06,3.69,
697,대원전선,"2,095",25,+1.21%,500,"1,488","71,017",1.54,"7,429,278",65.47,2.79,
698,태경케미컬,"12,700",50,-0.39%,500,"1,473","11,600",1.51,"130,084",12.19,6.37,
699,한국공항,"46,300",200,-0.43%,"5,000","1,466","3,166",3.68,"13,678",-9.72,-15.94,
700,황금에스티,"9,160",100,+1.10%,500,"1,466","16,000",2.70,"220,231",5.66,6.34,
701,SK케미칼우,"68,700",300,+0.44%,"5,000","1,453","2,115",15.99,"5,757",32.75,N/A,
702,KODEX 차이나항셍테크,"7,045",140,+2.03%,0,"1,448","20,550",0.18,"152,924",N/A,N/A,
703,대신증권2우B,"14,450",50,+0.35%,"5,000","1,445","10,000",2.64,"9,686",1.97,N/A,
704,팜젠사이언스,"9,320",50,+0.54%,500,"1,442","15,477",1.47,"60,874",5.38,13.21,
705,TIGER 헬스케어,"30,015",95,+0.32%,0,"1,441","4,800",0.46,"64,347",N/A,N/A,
706,일신석재,"1,855",35,+1.92%,500,"1,437","77,457",1.78,"304,160",927.50,1.22,
707,유화증권,"2,530",5,+0.20%,"1,000","1,435","56,702",3.30,"7,650",22.39,1.12,
708,미창석유,"81,400",100,-0.12%,"5,000","1,416","1,740",31.79,"2,051",5.08,7.36,
709,조선선재,"112,500","8,000",+7.66%,500,"1,415","1,258",0.42,"10,897",10.38,8.09,
710,유수홀딩스,"5,430",30,+0.56%,"2,500","1,414","26,042",10.17,"18,143",1.58,30.04,
711,TIGER 부동산인프라고배당,"5,990",10,+0.17%,0,"1,405","23,450",0.04,"287,963",N/A,N/A,
712,일동홀딩스,"12,150",500,-3.95%,"1,000","1,402","11,540",1.72,"138,961",-4.24,-14.74,
713,DL이앤씨우,"66,300",400,+0.61%,"5,000","1,402","2,114",5.83,"6,502",N/A,N/A,
714,SNT에너지,"18,650",50,+0.27%,500,"1,400","7,507",4.66,"33,943",11.19,5.20,
715,한국화장품,"8,710",20,+0.23%,500,"1,400","16,068",0.50,"26,575",-14.94,-23.66,
716,STX중공업,"4,895",695,+16.55%,"2,500","1,389","28,366",0.31,"6,430,600",-9.38,0.73,
717,극동유화,"3,980",25,-0.62%,500,"1,388","34,869",1.39,"1,339,331",11.60,4.54,
718,대신 골드 커버드콜 타겟 5%인컴 ETN(H),"13,870",75,-0.54%,0,"1,387","10,000",0.00,44,N/A,N/A,
719,TIGER 현대차그룹+펀더멘털,"22,795",280,+1.24%,0,"1,386","6,080",0.01,"17,872",N/A,N/A,
720,동양철관,"1,165",50,+4.48%,500,"1,385","118,885",3.02,"2,077,720",-35.30,8.41,
721,인바이오젠,"2,590",15,-0.58%,500,"1,383","53,397",0.59,"130,143",-2.51,-62.65,
722,유유제약,"8,020",10,+0.12%,"1,000","1,382","17,232",1.67,"1,173,817",-154.23,1.26,
723,한국내화,"3,365",30,+0.90%,500,"1,382","41,067",0.43,"22,557",13.62,N/A,
724,한미글로벌,"12,600",300,+2.44%,500,"1,381","10,958",3.85,"224,622",10.25,7.84,
725,대원화성,"3,340",15,+0.45%,500,"1,378","41,249",2.67,"305,298",-59.64,-2.80,
726,신한 WTI원유 선물 ETN(H),"6,870",105,-1.51%,0,"1,374","20,000",0.00,"4,647",N/A,N/A,
727,한솔홀딩스,"3,270",35,+1.08%,"1,000","1,374","42,009",12.84,"49,042",2.36,15.20,
728,KODEX 국고채3년,"57,195",40,+0.07%,0,"1,369","2,394",0.01,"4,888",N/A,N/A,
729,KODEX TRF3070,"11,120",10,-0.09%,0,"1,368","12,300",0.00,"37,576",N/A,N/A,
730,휴스틸,"17,400","1,500",+9.43%,"5,000","1,364","7,838",4.82,"655,812",3.31,2.13,
731,경동도시가스,"23,100",350,-1.49%,"2,500","1,362","5,895",17.58,"123,937",5.33,5.46,
732,기신정기,"4,660",15,+0.32%,500,"1,361","29,200",65.38,"105,455",13.13,4.06,
733,SG세계물산,671,5,+0.75%,500,"1,358","202,425",2.71,"1,080,963",2.64,-5.16,
734,TRUE 코스피 양매도 5% OTM ETN,"8,960",30,+0.34%,0,"1,344","15,000",0.00,1,N/A,N/A,
735,명문제약,"3,955",90,+2.33%,500,"1,343","33,953",1.50,"75,199",-19.68,-33.77,
736,NI스틸,"4,680",105,+2.30%,500,"1,338","28,600",5.57,"787,969",6.96,10.45,
737,대양금속,"4,160",20,-0.48%,500,"1,338","32,168",0.73,"251,033",27.55,-0.91,
738,KODEX 미국S&P500선물(H),"20,890",190,+0.92%,0,"1,337","6,400",0.22,"10,843",N/A,N/A,
739,수산중공업,"2,470",40,+1.65%,500,"1,333","53,985",0.96,"220,692",16.36,3.95,
740,크라운해태홀딩스,"8,960",130,+1.47%,500,"1,330","14,847",3.93,"22,043",9.26,8.40,
741,CJ씨푸드,"3,700",10,+0.27%,500,"1,329","35,931",1.06,"62,876",30.33,3.23,
742,대유에이텍,"1,155",15,+1.32%,500,"1,329","115,094",1.19,"792,779",-20.62,-1.86,
743,TIGER 반도체,"36,445",360,+1.00%,0,"1,327","3,640",0.19,"24,854",N/A,N/A,
744,세아특수강,"15,400",400,+2.67%,"5,000","1,320","8,570",3.01,"8,323",6.00,-1.42,
745,SH에너지화학,"1,185",30,-2.47%,500,"1,317","111,134",32.32,"38,986,532","1,185.00",-7.29,
746,솔루스첨단소재1우,"17,800",0,0.00%,100,"1,311","7,366",12.41,"13,636",-70.08,N/A,
747,TIGER 코스닥150,"12,530",185,+1.50%,0,"1,311","10,460",1.65,"24,657",N/A,N/A,
748,KBSTAR 코스닥150,"12,315",170,+1.40%,0,"1,303","10,580",2.16,"7,453",N/A,N/A,
749,한국화장품제조,"28,700",400,+1.41%,500,"1,301","4,532",0.99,"27,183",-48.89,-8.72,
750,TIGER 중국소비테마,"7,800",50,+0.65%,0,"1,296","16,620",0.00,"109,054",N/A,N/A,
751,코스맥스비티아이,"13,450",100,+0.75%,500,"1,292","9,604",4.68,"4,742",164.02,-2.15,
752,미래에셋 코스피 양매도 5% OTM ETN,"8,605",0,0.00%,0,"1,291","15,000",0.00,0,N/A,N/A,
753,국동,"2,340",35,+1.52%,500,"1,288","55,063",1.03,"302,574",-8.39,20.63,
754,한솔홈데코,"1,595",45,+2.90%,"1,000","1,285","80,565",3.14,"936,829",18.76,0.38,
755,KODEX 미국메타버스나스닥액티브,"8,025",170,+2.16%,0,"1,284","16,000",0.96,"272,760",N/A,N/A,
756,모나리자,"3,510",50,+1.45%,500,"1,284","36,571",1.12,"48,093",38.57,11.62,
757,TIGER 미디어컨텐츠,"8,705",55,+0.64%,0,"1,277","14,670",5.02,"503,005",N/A,N/A,
758,방림,"3,015",15,+0.50%,500,"1,276","42,314",1.61,"771,250",17.23,3.79,
759,TRUE 레버리지 나스닥 100 ETN,"25,435",950,+3.88%,0,"1,272","5,000",0.00,"18,329",N/A,N/A,
760,세이브존I&C,"3,065",20,+0.66%,"1,000","1,258","41,041",9.33,"25,737",12.61,2.20,
761,신세계건설,"31,350",50,+0.16%,"5,000","1,254","4,000",6.12,"6,857",4.00,6.12,
762,삼일씨엔에스,"9,800",20,-0.20%,"1,000","1,248","12,732",0.39,"10,178",-21.35,-0.37,
763,오리엔트바이오,"1,050",0,0.00%,500,"1,245","118,583",0.73,"315,923",-19.09,-29.70,
764,보해양조,900,13,-1.42%,500,"1,242","138,014",2.41,"1,396,817",69.23,2.22,
765,태경비케이,"4,485",130,+2.99%,500,"1,237","27,583",3.60,"108,712",12.36,3.42,
766,유니온머티리얼,"2,935",25,+0.86%,500,"1,233","42,000",0.21,"904,861",-225.77,-1.59,
767,삼성공조,"15,050",150,+1.01%,500,"1,223","8,126",1.67,"11,423",13.01,2.46,
768,두올,"3,690",120,+3.36%,"2,500","1,220","33,067",1.29,"1,743,579",8.79,3.00,
769,TRUE 레버리지 S&P500 선물 ETN(H),"24,375",450,+1.88%,0,"1,219","5,000",0.00,"10,008",N/A,N/A,
770,ARIRANG ESG가치주액티브,"8,815",40,+0.46%,0,"1,216","13,800",0.05,705,N/A,N/A,
771,KBSTAR 미국S&P500,"11,325",110,+0.98%,0,"1,212","10,700",1.03,"196,779",N/A,N/A,
772,KBSTAR 국고채3년선물인버스,"101,810",20,-0.02%,0,"1,207","1,186",0.00,"5,017",N/A,N/A,
773,한신기계,"3,710",50,+1.37%,500,"1,204","32,446",5.45,"1,089,618",37.86,4.24,
774,한창제지,"2,015",25,+1.26%,500,"1,202","59,667",1.35,"337,466",8.76,11.72,
775,STX,"4,200",380,+9.95%,"2,500","1,202","28,621",1.09,"4,011,959",-3.27,-48.03,
776,샘표,"41,700",250,+0.60%,"1,000","1,199","2,876",5.41,"1,541",10.38,10.50,
777,대창단조,"4,190",0,0.00%,500,"1,197","28,572",7.43,"449,888",6.01,7.20,
778,삼성 인버스 2X 천연가스 선물 ETN B,"3,405",125,+3.81%,0,"1,192","35,000",0.00,"460,968",N/A,N/A,
779,한진중공업홀딩스,"4,030",15,-0.37%,"5,000","1,190","29,530",1.25,"210,822",-7.55,-1.15,
780,대동전자,"11,300",200,+1.80%,500,"1,185","10,490",39.75,"214,298",11.98,2.22,
781,삼원강재,"2,955",5,+0.17%,500,"1,182","40,000",0.67,"29,180",13.94,3.84,
782,인천도시가스,"27,000",400,+1.50%,"5,000","1,181","4,375",1.90,"3,049",12.66,6.05,
783,KOSEF 단기자금,"101,075",10,+0.01%,0,"1,173","1,161",0.00,"2,712",N/A,N/A,
